quest_id,sequence,level,stage_name,difficulty,kind,concept,title,summary,prompt,xp,uses_gtkada
ADA-0736,736,62,Object Orientation and Architecture,Advanced,Write,Class-wide types,Write: Class-wide types,"Write practice for Class-wide types, emphasizing heterogeneous values, parameters, access values, and membership tests.","From an empty Alire binary crate, implement a focused example of Class-wide types. Use domain names from avionics, simulation, or game tooling and make heterogeneous values, parameters, access values, and membership tests visible in the design.",225,False
ADA-0737,737,62,Object Orientation and Architecture,Advanced,Test,Class-wide types,Test: Class-wide types,"Test practice for Class-wide types, emphasizing heterogeneous values, parameters, access values, and membership tests.","Add tests for a package that uses Class-wide types. Include a normal case, a boundary case, and a failure or misuse case related to heterogeneous values, parameters, access values, and membership tests.",237,False
ADA-0738,738,62,Object Orientation and Architecture,Advanced,Refactor,Class-wide types,Refactor: Class-wide types,"Refactor practice for Class-wide types, emphasizing heterogeneous values, parameters, access values, and membership tests.","Take a working but weak Ada solution involving Class-wide types and refactor it for stronger typing, clearer package boundaries, and easier testing. Explain how the refactor improves heterogeneous values, parameters, access values, and membership tests.",249,False
ADA-0739,739,62,Object Orientation and Architecture,Advanced,Design,Class-wide types,Design: Class-wide types,"Design practice for Class-wide types, emphasizing heterogeneous values, parameters, access values, and membership tests.","Design a production-quality package or subsystem that depends on Class-wide types. Specify the public API, hidden representation, contracts, error policy, tests, and dependency direction. Emphasize heterogeneous values, parameters, access values, and membership tests.",261,False
ADA-0740,740,62,Object Orientation and Architecture,Advanced,Senior Review,Class-wide types,Senior Review: Class-wide types,"Senior Review practice for Class-wide types, emphasizing heterogeneous values, parameters, access values, and membership tests.","Perform a senior-level review of an implementation using Class-wide types. Identify correctness, maintainability, concurrency, performance, portability, and test risks. Recommend a prioritized improvement plan centered on heterogeneous values, parameters, access values, and membership tests.",273,False
ADA-0741,741,63,Object Orientation and Architecture,Advanced,Recall,Abstract types and operations,Recall: Abstract types and operations,"Recall practice for Abstract types and operations, emphasizing incomplete behavior contracts and required implementation by descendants.","Define Abstract types and operations without looking it up. State the Ada rule, the problem it solves, and one misuse to avoid. Focus on incomplete behavior contracts and required implementation by descendants.",165,False
ADA-0742,742,63,Object Orientation and Architecture,Advanced,Explain,Abstract types and operations,Explain: Abstract types and operations,"Explain practice for Abstract types and operations, emphasizing incomplete behavior contracts and required implementation by descendants.","Explain Abstract types and operations to a competent C++ developer who is new to Ada. Compare the closest C++ idea, then explain where the comparison breaks down. Focus on incomplete behavior contracts and required implementation by descendants.",177,False
ADA-0743,743,63,Object Orientation and Architecture,Advanced,Read,Abstract types and operations,Read: Abstract types and operations,"Read practice for Abstract types and operations, emphasizing incomplete behavior contracts and required implementation by descendants.",Create or locate a minimal compiling Ada example that demonstrates Abstract types and operations. Annotate every line related to the concept and explain how the compiler enforces incomplete behavior contracts and required implementation by descendants.,189,False
ADA-0744,744,63,Object Orientation and Architecture,Advanced,Predict,Abstract types and operations,Predict: Abstract types and operations,"Predict practice for Abstract types and operations, emphasizing incomplete behavior contracts and required implementation by descendants.","Write a small Ada program involving Abstract types and operations. Before building it, predict the compiler result and runtime behavior. Build and run it, then explain every difference between prediction and observation. Focus on incomplete behavior contracts and required implementation by descendants.",201,False
ADA-0745,745,63,Object Orientation and Architecture,Advanced,Repair,Abstract types and operations,Repair: Abstract types and operations,"Repair practice for Abstract types and operations, emphasizing incomplete behavior contracts and required implementation by descendants.","Start with a minimal working example of Abstract types and operations, introduce one realistic defect involving incomplete behavior contracts and required implementation by descendants, and then repair it. Preserve the diagnostic and explain why the repaired version is correct.",213,False
ADA-0746,746,63,Object Orientation and Architecture,Advanced,Write,Abstract types and operations,Write: Abstract types and operations,"Write practice for Abstract types and operations, emphasizing incomplete behavior contracts and required implementation by descendants.","From an empty Alire binary crate, implement a focused example of Abstract types and operations. Use domain names from avionics, simulation, or game tooling and make incomplete behavior contracts and required implementation by descendants visible in the design.",225,False
ADA-0747,747,63,Object Orientation and Architecture,Advanced,Test,Abstract types and operations,Test: Abstract types and operations,"Test practice for Abstract types and operations, emphasizing incomplete behavior contracts and required implementation by descendants.","Add tests for a package that uses Abstract types and operations. Include a normal case, a boundary case, and a failure or misuse case related to incomplete behavior contracts and required implementation by descendants.",237,False
ADA-0748,748,63,Object Orientation and Architecture,Advanced,Refactor,Abstract types and operations,Refactor: Abstract types and operations,"Refactor practice for Abstract types and operations, emphasizing incomplete behavior contracts and required implementation by descendants.","Take a working but weak Ada solution involving Abstract types and operations and refactor it for stronger typing, clearer package boundaries, and easier testing. Explain how the refactor improves incomplete behavior contracts and required implementation by descendants.",249,False
ADA-0749,749,63,Object Orientation and Architecture,Advanced,Design,Abstract types and operations,Design: Abstract types and operations,"Design practice for Abstract types and operations, emphasizing incomplete behavior contracts and required implementation by descendants.","Design a production-quality package or subsystem that depends on Abstract types and operations. Specify the public API, hidden representation, contracts, error policy, tests, and dependency direction. Emphasize incomplete behavior contracts and required implementation by descendants.",261,False
ADA-0750,750,63,Object Orientation and Architecture,Advanced,Senior Review,Abstract types and operations,Senior Review: Abstract types and operations,"Senior Review practice for Abstract types and operations, emphasizing incomplete behavior contracts and required implementation by descendants.","Perform a senior-level review of an implementation using Abstract types and operations. Identify correctness, maintainability, concurrency, performance, portability, and test risks. Recommend a prioritized improvement plan centered on incomplete behavior contracts and required implementation by descendants.",273,False
ADA-0751,751,63,Object Orientation and Architecture,Advanced,Recall,Interfaces,Recall: Interfaces,"Recall practice for Interfaces, emphasizing multiple behavioral contracts without shared state.","Define Interfaces without looking it up. State the Ada rule, the problem it solves, and one misuse to avoid. Focus on multiple behavioral contracts without shared state.",165,False
ADA-0752,752,63,Object Orientation and Architecture,Advanced,Explain,Interfaces,Explain: Interfaces,"Explain practice for Interfaces, emphasizing multiple behavioral contracts without shared state.","Explain Interfaces to a competent C++ developer who is new to Ada. Compare the closest C++ idea, then explain where the comparison breaks down. Focus on multiple behavioral contracts without shared state.",177,False
ADA-0753,753,63,Object Orientation and Architecture,Advanced,Read,Interfaces,Read: Interfaces,"Read practice for Interfaces, emphasizing multiple behavioral contracts without shared state.",Create or locate a minimal compiling Ada example that demonstrates Interfaces. Annotate every line related to the concept and explain how the compiler enforces multiple behavioral contracts without shared state.,189,False
ADA-0754,754,63,Object Orientation and Architecture,Advanced,Predict,Interfaces,Predict: Interfaces,"Predict practice for Interfaces, emphasizing multiple behavioral contracts without shared state.","Write a small Ada program involving Interfaces. Before building it, predict the compiler result and runtime behavior. Build and run it, then explain every difference between prediction and observation. Focus on multiple behavioral contracts without shared state.",201,False
ADA-0755,755,63,Object Orientation and Architecture,Advanced,Repair,Interfaces,Repair: Interfaces,"Repair practice for Interfaces, emphasizing multiple behavioral contracts without shared state.","Start with a minimal working example of Interfaces, introduce one realistic defect involving multiple behavioral contracts without shared state, and then repair it. Preserve the diagnostic and explain why the repaired version is correct.",213,False
ADA-0756,756,63,Object Orientation and Architecture,Advanced,Write,Interfaces,Write: Interfaces,"Write practice for Interfaces, emphasizing multiple behavioral contracts without shared state.","From an empty Alire binary crate, implement a focused example of Interfaces. Use domain names from avionics, simulation, or game tooling and make multiple behavioral contracts without shared state visible in the design.",225,False
ADA-0757,757,63,Object Orientation and Architecture,Advanced,Test,Interfaces,Test: Interfaces,"Test practice for Interfaces, emphasizing multiple behavioral contracts without shared state.","Add tests for a package that uses Interfaces. Include a normal case, a boundary case, and a failure or misuse case related to multiple behavioral contracts without shared state.",237,False
ADA-0758,758,63,Object Orientation and Architecture,Advanced,Refactor,Interfaces,Refactor: Interfaces,"Refactor practice for Interfaces, emphasizing multiple behavioral contracts without shared state.","Take a working but weak Ada solution involving Interfaces and refactor it for stronger typing, clearer package boundaries, and easier testing. Explain how the refactor improves multiple behavioral contracts without shared state.",249,False
ADA-0759,759,63,Object Orientation and Architecture,Advanced,Design,Interfaces,Design: Interfaces,"Design practice for Interfaces, emphasizing multiple behavioral contracts without shared state.","Design a production-quality package or subsystem that depends on Interfaces. Specify the public API, hidden representation, contracts, error policy, tests, and dependency direction. Emphasize multiple behavioral contracts without shared state.",261,False
ADA-0760,760,63,Object Orientation and Architecture,Advanced,Senior Review,Interfaces,Senior Review: Interfaces,"Senior Review practice for Interfaces, emphasizing multiple behavioral contracts without shared state.","Perform a senior-level review of an implementation using Interfaces. Identify correctness, maintainability, concurrency, performance, portability, and test risks. Recommend a prioritized improvement plan centered on multiple behavioral contracts without shared state.",273,False
ADA-0761,761,64,Object Orientation and Architecture,Advanced,Recall,Composition over inheritance,Recall: Composition over inheritance,"Recall practice for Composition over inheritance, emphasizing delegating responsibilities and avoiding rigid class hierarchies.","Define Composition over inheritance without looking it up. State the Ada rule, the problem it solves, and one misuse to avoid. Focus on delegating responsibilities and avoiding rigid class hierarchies.",165,False
ADA-0762,762,64,Object Orientation and Architecture,Advanced,Explain,Composition over inheritance,Explain: Composition over inheritance,"Explain practice for Composition over inheritance, emphasizing delegating responsibilities and avoiding rigid class hierarchies.","Explain Composition over inheritance to a competent C++ developer who is new to Ada. Compare the closest C++ idea, then explain where the comparison breaks down. Focus on delegating responsibilities and avoiding rigid class hierarchies.",177,False
ADA-0763,763,64,Object Orientation and Architecture,Advanced,Read,Composition over inheritance,Read: Composition over inheritance,"Read practice for Composition over inheritance, emphasizing delegating responsibilities and avoiding rigid class hierarchies.",Create or locate a minimal compiling Ada example that demonstrates Composition over inheritance. Annotate every line related to the concept and explain how the compiler enforces delegating responsibilities and avoiding rigid class hierarchies.,189,False
ADA-0764,764,64,Object Orientation and Architecture,Advanced,Predict,Composition over inheritance,Predict: Composition over inheritance,"Predict practice for Composition over inheritance, emphasizing delegating responsibilities and avoiding rigid class hierarchies.","Write a small Ada program involving Composition over inheritance. Before building it, predict the compiler result and runtime behavior. Build and run it, then explain every difference between prediction and observation. Focus on delegating responsibilities and avoiding rigid class hierarchies.",201,False
ADA-0765,765,64,Object Orientation and Architecture,Advanced,Repair,Composition over inheritance,Repair: Composition over inheritance,"Repair practice for Composition over inheritance, emphasizing delegating responsibilities and avoiding rigid class hierarchies.","Start with a minimal working example of Composition over inheritance, introduce one realistic defect involving delegating responsibilities and avoiding rigid class hierarchies, and then repair it. Preserve the diagnostic and explain why the repaired version is correct.",213,False
ADA-0766,766,64,Object Orientation and Architecture,Advanced,Write,Composition over inheritance,Write: Composition over inheritance,"Write practice for Composition over inheritance, emphasizing delegating responsibilities and avoiding rigid class hierarchies.","From an empty Alire binary crate, implement a focused example of Composition over inheritance. Use domain names from avionics, simulation, or game tooling and make delegating responsibilities and avoiding rigid class hierarchies visible in the design.",225,False
ADA-0767,767,64,Object Orientation and Architecture,Advanced,Test,Composition over inheritance,Test: Composition over inheritance,"Test practice for Composition over inheritance, emphasizing delegating responsibilities and avoiding rigid class hierarchies.","Add tests for a package that uses Composition over inheritance. Include a normal case, a boundary case, and a failure or misuse case related to delegating responsibilities and avoiding rigid class hierarchies.",237,False
ADA-0768,768,64,Object Orientation and Architecture,Advanced,Refactor,Composition over inheritance,Refactor: Composition over inheritance,"Refactor practice for Composition over inheritance, emphasizing delegating responsibilities and avoiding rigid class hierarchies.","Take a working but weak Ada solution involving Composition over inheritance and refactor it for stronger typing, clearer package boundaries, and easier testing. Explain how the refactor improves delegating responsibilities and avoiding rigid class hierarchies.",249,False
ADA-0769,769,64,Object Orientation and Architecture,Advanced,Design,Composition over inheritance,Design: Composition over inheritance,"Design practice for Composition over inheritance, emphasizing delegating responsibilities and avoiding rigid class hierarchies.","Design a production-quality package or subsystem that depends on Composition over inheritance. Specify the public API, hidden representation, contracts, error policy, tests, and dependency direction. Emphasize delegating responsibilities and avoiding rigid class hierarchies.",261,False
ADA-0770,770,64,Object Orientation and Architecture,Advanced,Senior Review,Composition over inheritance,Senior Review: Composition over inheritance,"Senior Review practice for Composition over inheritance, emphasizing delegating responsibilities and avoiding rigid class hierarchies.","Perform a senior-level review of an implementation using Composition over inheritance. Identify correctness, maintainability, concurrency, performance, portability, and test risks. Recommend a prioritized improvement plan centered on delegating responsibilities and avoiding rigid class hierarchies.",273,False
ADA-0771,771,65,Object Orientation and Architecture,Advanced,Recall,Layered child-package architecture,Recall: Layered child-package architecture,"Recall practice for Layered child-package architecture, emphasizing domain, application, adapters, UI, and platform dependency direction.","Define Layered child-package architecture without looking it up. State the Ada rule, the problem it solves, and one misuse to avoid. Focus on domain, application, adapters, UI, and platform dependency direction.",165,False
ADA-0772,772,65,Object Orientation and Architecture,Advanced,Explain,Layered child-package architecture,Explain: Layered child-package architecture,"Explain practice for Layered child-package architecture, emphasizing domain, application, adapters, UI, and platform dependency direction.","Explain Layered child-package architecture to a competent C++ developer who is new to Ada. Compare the closest C++ idea, then explain where the comparison breaks down. Focus on domain, application, adapters, UI, and platform dependency direction.",177,False
ADA-0773,773,65,Object Orientation and Architecture,Advanced,Read,Layered child-package architecture,Read: Layered child-package architecture,"Read practice for Layered child-package architecture, emphasizing domain, application, adapters, UI, and platform dependency direction.","Create or locate a minimal compiling Ada example that demonstrates Layered child-package architecture. Annotate every line related to the concept and explain how the compiler enforces domain, application, adapters, UI, and platform dependency direction.",189,False
ADA-0774,774,65,Object Orientation and Architecture,Advanced,Predict,Layered child-package architecture,Predict: Layered child-package architecture,"Predict practice for Layered child-package architecture, emphasizing domain, application, adapters, UI, and platform dependency direction.","Write a small Ada program involving Layered child-package architecture. Before building it, predict the compiler result and runtime behavior. Build and run it, then explain every difference between prediction and observation. Focus on domain, application, adapters, UI, and platform dependency direction.",201,False
ADA-0775,775,65,Object Orientation and Architecture,Advanced,Repair,Layered child-package architecture,Repair: Layered child-package architecture,"Repair practice for Layered child-package architecture, emphasizing domain, application, adapters, UI, and platform dependency direction.","Start with a minimal working example of Layered child-package architecture, introduce one realistic defect involving domain, application, adapters, UI, and platform dependency direction, and then repair it. Preserve the diagnostic and explain why the repaired version is correct.",213,False
ADA-0776,776,65,Object Orientation and Architecture,Advanced,Write,Layered child-package architecture,Write: Layered child-package architecture,"Write practice for Layered child-package architecture, emphasizing domain, application, adapters, UI, and platform dependency direction.","From an empty Alire binary crate, implement a focused example of Layered child-package architecture. Use domain names from avionics, simulation, or game tooling and make domain, application, adapters, UI, and platform dependency direction visible in the design.",225,False
ADA-0777,777,65,Object Orientation and Architecture,Advanced,Test,Layered child-package architecture,Test: Layered child-package architecture,"Test practice for Layered child-package architecture, emphasizing domain, application, adapters, UI, and platform dependency direction.","Add tests for a package that uses Layered child-package architecture. Include a normal case, a boundary case, and a failure or misuse case related to domain, application, adapters, UI, and platform dependency direction.",237,False
ADA-0778,778,65,Object Orientation and Architecture,Advanced,Refactor,Layered child-package architecture,Refactor: Layered child-package architecture,"Refactor practice for Layered child-package architecture, emphasizing domain, application, adapters, UI, and platform dependency direction.","Take a working but weak Ada solution involving Layered child-package architecture and refactor it for stronger typing, clearer package boundaries, and easier testing. Explain how the refactor improves domain, application, adapters, UI, and platform dependency direction.",249,False
ADA-0779,779,65,Object Orientation and Architecture,Advanced,Design,Layered child-package architecture,Design: Layered child-package architecture,"Design practice for Layered child-package architecture, emphasizing domain, application, adapters, UI, and platform dependency direction.","Design a production-quality package or subsystem that depends on Layered child-package architecture. Specify the public API, hidden representation, contracts, error policy, tests, and dependency direction. Emphasize domain, application, adapters, UI, and platform dependency direction.",261,False
ADA-0780,780,65,Object Orientation and Architecture,Advanced,Senior Review,Layered child-package architecture,Senior Review: Layered child-package architecture,"Senior Review practice for Layered child-package architecture, emphasizing domain, application, adapters, UI, and platform dependency direction.","Perform a senior-level review of an implementation using Layered child-package architecture. Identify correctness, maintainability, concurrency, performance, portability, and test risks. Recommend a prioritized improvement plan centered on domain, application, adapters, UI, and platform dependency direction.",273,False
ADA-0781,781,66,Object Orientation and Architecture,Advanced,Recall,Dependency inversion,Recall: Dependency inversion,"Recall practice for Dependency inversion, emphasizing interfaces and generics that keep policy independent of concrete mechanisms.","Define Dependency inversion without looking it up. State the Ada rule, the problem it solves, and one misuse to avoid. Focus on interfaces and generics that keep policy independent of concrete mechanisms.",165,False
ADA-0782,782,66,Object Orientation and Architecture,Advanced,Explain,Dependency inversion,Explain: Dependency inversion,"Explain practice for Dependency inversion, emphasizing interfaces and generics that keep policy independent of concrete mechanisms.","Explain Dependency inversion to a competent C++ developer who is new to Ada. Compare the closest C++ idea, then explain where the comparison breaks down. Focus on interfaces and generics that keep policy independent of concrete mechanisms.",177,False
ADA-0783,783,66,Object Orientation and Architecture,Advanced,Read,Dependency inversion,Read: Dependency inversion,"Read practice for Dependency inversion, emphasizing interfaces and generics that keep policy independent of concrete mechanisms.",Create or locate a minimal compiling Ada example that demonstrates Dependency inversion. Annotate every line related to the concept and explain how the compiler enforces interfaces and generics that keep policy independent of concrete mechanisms.,189,False
ADA-0784,784,66,Object Orientation and Architecture,Advanced,Predict,Dependency inversion,Predict: Dependency inversion,"Predict practice for Dependency inversion, emphasizing interfaces and generics that keep policy independent of concrete mechanisms.","Write a small Ada program involving Dependency inversion. Before building it, predict the compiler result and runtime behavior. Build and run it, then explain every difference between prediction and observation. Focus on interfaces and generics that keep policy independent of concrete mechanisms.",201,False
ADA-0785,785,66,Object Orientation and Architecture,Advanced,Repair,Dependency inversion,Repair: Dependency inversion,"Repair practice for Dependency inversion, emphasizing interfaces and generics that keep policy independent of concrete mechanisms.","Start with a minimal working example of Dependency inversion, introduce one realistic defect involving interfaces and generics that keep policy independent of concrete mechanisms, and then repair it. Preserve the diagnostic and explain why the repaired version is correct.",213,False
ADA-0786,786,66,Object Orientation and Architecture,Advanced,Write,Dependency inversion,Write: Dependency inversion,"Write practice for Dependency inversion, emphasizing interfaces and generics that keep policy independent of concrete mechanisms.","From an empty Alire binary crate, implement a focused example of Dependency inversion. Use domain names from avionics, simulation, or game tooling and make interfaces and generics that keep policy independent of concrete mechanisms visible in the design.",225,False
ADA-0787,787,66,Object Orientation and Architecture,Advanced,Test,Dependency inversion,Test: Dependency inversion,"Test practice for Dependency inversion, emphasizing interfaces and generics that keep policy independent of concrete mechanisms.","Add tests for a package that uses Dependency inversion. Include a normal case, a boundary case, and a failure or misuse case related to interfaces and generics that keep policy independent of concrete mechanisms.",237,False
ADA-0788,788,66,Object Orientation and Architecture,Advanced,Refactor,Dependency inversion,Refactor: Dependency inversion,"Refactor practice for Dependency inversion, emphasizing interfaces and generics that keep policy independent of concrete mechanisms.","Take a working but weak Ada solution involving Dependency inversion and refactor it for stronger typing, clearer package boundaries, and easier testing. Explain how the refactor improves interfaces and generics that keep policy independent of concrete mechanisms.",249,False
ADA-0789,789,66,Object Orientation and Architecture,Advanced,Design,Dependency inversion,Design: Dependency inversion,"Design practice for Dependency inversion, emphasizing interfaces and generics that keep policy independent of concrete mechanisms.","Design a production-quality package or subsystem that depends on Dependency inversion. Specify the public API, hidden representation, contracts, error policy, tests, and dependency direction. Emphasize interfaces and generics that keep policy independent of concrete mechanisms.",261,False
ADA-0790,790,66,Object Orientation and Architecture,Advanced,Senior Review,Dependency inversion,Senior Review: Dependency inversion,"Senior Review practice for Dependency inversion, emphasizing interfaces and generics that keep policy independent of concrete mechanisms.","Perform a senior-level review of an implementation using Dependency inversion. Identify correctness, maintainability, concurrency, performance, portability, and test risks. Recommend a prioritized improvement plan centered on interfaces and generics that keep policy independent of concrete mechanisms.",273,False
ADA-0791,791,67,Object Orientation and Architecture,Advanced,Recall,Factories and plugin boundaries,Recall: Factories and plugin boundaries,"Recall practice for Factories and plugin boundaries, emphasizing controlled construction, registration, dispatch, and extensibility.","Define Factories and plugin boundaries without looking it up. State the Ada rule, the problem it solves, and one misuse to avoid. Focus on controlled construction, registration, dispatch, and extensibility.",165,False
ADA-0792,792,67,Object Orientation and Architecture,Advanced,Explain,Factories and plugin boundaries,Explain: Factories and plugin boundaries,"Explain practice for Factories and plugin boundaries, emphasizing controlled construction, registration, dispatch, and extensibility.","Explain Factories and plugin boundaries to a competent C++ developer who is new to Ada. Compare the closest C++ idea, then explain where the comparison breaks down. Focus on controlled construction, registration, dispatch, and extensibility.",177,False
ADA-0793,793,67,Object Orientation and Architecture,Advanced,Read,Factories and plugin boundaries,Read: Factories and plugin boundaries,"Read practice for Factories and plugin boundaries, emphasizing controlled construction, registration, dispatch, and extensibility.","Create or locate a minimal compiling Ada example that demonstrates Factories and plugin boundaries. Annotate every line related to the concept and explain how the compiler enforces controlled construction, registration, dispatch, and extensibility.",189,False
ADA-0794,794,67,Object Orientation and Architecture,Advanced,Predict,Factories and plugin boundaries,Predict: Factories and plugin boundaries,"Predict practice for Factories and plugin boundaries, emphasizing controlled construction, registration, dispatch, and extensibility.","Write a small Ada program involving Factories and plugin boundaries. Before building it, predict the compiler result and runtime behavior. Build and run it, then explain every difference between prediction and observation. Focus on controlled construction, registration, dispatch, and extensibility.",201,False
ADA-0795,795,67,Object Orientation and Architecture,Advanced,Repair,Factories and plugin boundaries,Repair: Factories and plugin boundaries,"Repair practice for Factories and plugin boundaries, emphasizing controlled construction, registration, dispatch, and extensibility.","Start with a minimal working example of Factories and plugin boundaries, introduce one realistic defect involving controlled construction, registration, dispatch, and extensibility, and then repair it. Preserve the diagnostic and explain why the repaired version is correct.",213,False
ADA-0796,796,67,Object Orientation and Architecture,Advanced,Write,Factories and plugin boundaries,Write: Factories and plugin boundaries,"Write practice for Factories and plugin boundaries, emphasizing controlled construction, registration, dispatch, and extensibility.","From an empty Alire binary crate, implement a focused example of Factories and plugin boundaries. Use domain names from avionics, simulation, or game tooling and make controlled construction, registration, dispatch, and extensibility visible in the design.",225,False
ADA-0797,797,67,Object Orientation and Architecture,Advanced,Test,Factories and plugin boundaries,Test: Factories and plugin boundaries,"Test practice for Factories and plugin boundaries, emphasizing controlled construction, registration, dispatch, and extensibility.","Add tests for a package that uses Factories and plugin boundaries. Include a normal case, a boundary case, and a failure or misuse case related to controlled construction, registration, dispatch, and extensibility.",237,False
ADA-0798,798,67,Object Orientation and Architecture,Advanced,Refactor,Factories and plugin boundaries,Refactor: Factories and plugin boundaries,"Refactor practice for Factories and plugin boundaries, emphasizing controlled construction, registration, dispatch, and extensibility.","Take a working but weak Ada solution involving Factories and plugin boundaries and refactor it for stronger typing, clearer package boundaries, and easier testing. Explain how the refactor improves controlled construction, registration, dispatch, and extensibility.",249,False
ADA-0799,799,67,Object Orientation and Architecture,Advanced,Design,Factories and plugin boundaries,Design: Factories and plugin boundaries,"Design practice for Factories and plugin boundaries, emphasizing controlled construction, registration, dispatch, and extensibility.","Design a production-quality package or subsystem that depends on Factories and plugin boundaries. Specify the public API, hidden representation, contracts, error policy, tests, and dependency direction. Emphasize controlled construction, registration, dispatch, and extensibility.",261,False
ADA-0800,800,67,Object Orientation and Architecture,Advanced,Senior Review,Factories and plugin boundaries,Senior Review: Factories and plugin boundaries,"Senior Review practice for Factories and plugin boundaries, emphasizing controlled construction, registration, dispatch, and extensibility.","Perform a senior-level review of an implementation using Factories and plugin boundaries. Identify correctness, maintainability, concurrency, performance, portability, and test risks. Recommend a prioritized improvement plan centered on controlled construction, registration, dispatch, and extensibility.",273,False
ADA-0801,801,68,Concurrency and Real-Time Ada,Advanced,Recall,Task declarations and bodies,Recall: Task declarations and bodies,"Recall practice for Task declarations and bodies, emphasizing task lifecycle, activation, termination, and independent control flow.","Define Task declarations and bodies without looking it up. State the Ada rule, the problem it solves, and one misuse to avoid. Focus on task lifecycle, activation, termination, and independent control flow.",180,False
ADA-0802,802,68,Concurrency and Real-Time Ada,Advanced,Explain,Task declarations and bodies,Explain: Task declarations and bodies,"Explain practice for Task declarations and bodies, emphasizing task lifecycle, activation, termination, and independent control flow.","Explain Task declarations and bodies to a competent C++ developer who is new to Ada. Compare the closest C++ idea, then explain where the comparison breaks down. Focus on task lifecycle, activation, termination, and independent control flow.",192,False
ADA-0803,803,68,Concurrency and Real-Time Ada,Advanced,Read,Task declarations and bodies,Read: Task declarations and bodies,"Read practice for Task declarations and bodies, emphasizing task lifecycle, activation, termination, and independent control flow.","Create or locate a minimal compiling Ada example that demonstrates Task declarations and bodies. Annotate every line related to the concept and explain how the compiler enforces task lifecycle, activation, termination, and independent control flow.",204,False
ADA-0804,804,68,Concurrency and Real-Time Ada,Advanced,Predict,Task declarations and bodies,Predict: Task declarations and bodies,"Predict practice for Task declarations and bodies, emphasizing task lifecycle, activation, termination, and independent control flow.","Write a small Ada program involving Task declarations and bodies. Before building it, predict the compiler result and runtime behavior. Build and run it, then explain every difference between prediction and observation. Focus on task lifecycle, activation, termination, and independent control flow.",216,False
ADA-0805,805,68,Concurrency and Real-Time Ada,Advanced,Repair,Task declarations and bodies,Repair: Task declarations and bodies,"Repair practice for Task declarations and bodies, emphasizing task lifecycle, activation, termination, and independent control flow.","Start with a minimal working example of Task declarations and bodies, introduce one realistic defect involving task lifecycle, activation, termination, and independent control flow, and then repair it. Preserve the diagnostic and explain why the repaired version is correct.",228,False
ADA-0806,806,68,Concurrency and Real-Time Ada,Advanced,Write,Task declarations and bodies,Write: Task declarations and bodies,"Write practice for Task declarations and bodies, emphasizing task lifecycle, activation, termination, and independent control flow.","From an empty Alire binary crate, implement a focused example of Task declarations and bodies. Use domain names from avionics, simulation, or game tooling and make task lifecycle, activation, termination, and independent control flow visible in the design.",240,False
ADA-0807,807,68,Concurrency and Real-Time Ada,Advanced,Test,Task declarations and bodies,Test: Task declarations and bodies,"Test practice for Task declarations and bodies, emphasizing task lifecycle, activation, termination, and independent control flow.","Add tests for a package that uses Task declarations and bodies. Include a normal case, a boundary case, and a failure or misuse case related to task lifecycle, activation, termination, and independent control flow.",252,False
ADA-0808,808,68,Concurrency and Real-Time Ada,Advanced,Refactor,Task declarations and bodies,Refactor: Task declarations and bodies,"Refactor practice for Task declarations and bodies, emphasizing task lifecycle, activation, termination, and independent control flow.","Take a working but weak Ada solution involving Task declarations and bodies and refactor it for stronger typing, clearer package boundaries, and easier testing. Explain how the refactor improves task lifecycle, activation, termination, and independent control flow.",264,False
ADA-0809,809,68,Concurrency and Real-Time Ada,Advanced,Design,Task declarations and bodies,Design: Task declarations and bodies,"Design practice for Task declarations and bodies, emphasizing task lifecycle, activation, termination, and independent control flow.","Design a production-quality package or subsystem that depends on Task declarations and bodies. Specify the public API, hidden representation, contracts, error policy, tests, and dependency direction. Emphasize task lifecycle, activation, termination, and independent control flow.",276,False
ADA-0810,810,68,Concurrency and Real-Time Ada,Advanced,Senior Review,Task declarations and bodies,Senior Review: Task declarations and bodies,"Senior Review practice for Task declarations and bodies, emphasizing task lifecycle, activation, termination, and independent control flow.","Perform a senior-level review of an implementation using Task declarations and bodies. Identify correctness, maintainability, concurrency, performance, portability, and test risks. Recommend a prioritized improvement plan centered on task lifecycle, activation, termination, and independent control flow.",288,False
ADA-0811,811,68,Concurrency and Real-Time Ada,Advanced,Recall,Entries and rendezvous,Recall: Entries and rendezvous,"Recall practice for Entries and rendezvous, emphasizing synchronous communication, accept statements, parameters, and caller blocking.","Define Entries and rendezvous without looking it up. State the Ada rule, the problem it solves, and one misuse to avoid. Focus on synchronous communication, accept statements, parameters, and caller blocking.",180,False
ADA-0812,812,68,Concurrency and Real-Time Ada,Advanced,Explain,Entries and rendezvous,Explain: Entries and rendezvous,"Explain practice for Entries and rendezvous, emphasizing synchronous communication, accept statements, parameters, and caller blocking.","Explain Entries and rendezvous to a competent C++ developer who is new to Ada. Compare the closest C++ idea, then explain where the comparison breaks down. Focus on synchronous communication, accept statements, parameters, and caller blocking.",192,False
ADA-0813,813,68,Concurrency and Real-Time Ada,Advanced,Read,Entries and rendezvous,Read: Entries and rendezvous,"Read practice for Entries and rendezvous, emphasizing synchronous communication, accept statements, parameters, and caller blocking.","Create or locate a minimal compiling Ada example that demonstrates Entries and rendezvous. Annotate every line related to the concept and explain how the compiler enforces synchronous communication, accept statements, parameters, and caller blocking.",204,False
